asset_id,canonical_name,asset_type,address_text,current_pnu,match_status,proposed_pnu,matched_address,matched_category,match_score,match_reasons,longitude,latitude
ast_5827261360b4,선릉위워크타워,오피스,서울특별시 강남구 테헤란로302(역삼동 706),,safe,1168010100107060000,역삼동 706,road,7,token:역삼동;lot:706,127.04356309689808,37.50249173939364
ast_bb50a5baa03a,평택아디다스물류센터,물류센터,경기도 평택시 도일유통길 64(도일동 1175-3),,safe,4122010600111750003,도일동 1175-3,road,7,token:도일동;lot:1175-3,127.10557017754222,37.03723559416221
ast_79c9f274cd28,안성 홈플러스 중부허브 물류센터,물류센터,경기도 안성시 원곡면 칠곡리 941번지,,safe,4155038022109410000,경기도 안성시 원곡면 칠곡리 941,parcel,14,token:경기도;token:안성시;token:원곡면;token:칠곡리;lot:941,127.16739772363374,37.0487099308822
ast_ca7e42523746,시온솔라,,경북 영천시 북안면 효리 산82-1,,not_found,,,,,,,
ast_7773542720e0,"NH농협생명빌딩 동관(구, 임광빌딩 신관)",오피스,서울특별시 서대문구 미근동 257,,safe,1141010400102570000,서울특별시 서대문구 미근동 257,parcel,12,token:서울특별시;token:서대문구;token:미근동;lot:257,126.96854821702382,37.56274849442844
ast_6c15b114075c,용산더프라임,오피스,서울특별시 용산구 원효로1가 121-90,,safe,1117011200101210090,서울특별시 용산구 원효로1가 121-90,parcel,12,token:서울특별시;token:용산구;token:원효로1가;lot:1,126.96897343509582,37.53866648630111
ast_b939ab49c418,네오밸류한남PFV의 전환사채,오피스복합,서울시 용산구 한남동 736-9 외 2필지,,safe,1117013100107360009,서울특별시 용산구 한남동 736-9,parcel,10,token:용산구;token:한남동;lot:736-9,126.99790977499076,37.53460849521397
ast_02e499cf476b,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,주거,서울 서초구 반포동 64-1번지 일원,,safe,1165010700100640001,서울특별시 서초구 반포동 64-1,parcel,12,token:서울;token:서초구;token:반포동;lot:64-1,127.00169879220564,37.5007955335506
ast_cd234848887e,위례Senior Living 개발사업,오피스복합,서울특별시 송파구 거여동 573-1,,safe,1171011300105730001,서울특별시 송파구 거여동 573-1,parcel,12,token:서울특별시;token:송파구;token:거여동;lot:573-1,127.15534808977841,37.49096846138515
ast_fe67309c28e2,다산1,,해남군 해남읍 복평리 995-7,,safe,4682025037109950007,전라남도 해남군 해남읍 복평리 995-7,parcel,12,token:해남군;token:해남읍;token:복평리;lot:995-7,126.53816166536672,34.56520112072527
ast_34e35d0dff33,분당야탑물류센터,물류센터,경기도 성남시 분당구 야탑동 403,,safe,4113510700104030000,경기도 성남시 분당구 야탑동 403,parcel,14,token:경기도;token:성남시;token:분당구;token:야탑동;lot:403,127.11873273895966,37.41488168828728
ast_f58dae267b1b,을지로부림빌딩,오피스,서울특별시 중구 을지로1가 71-9번지,,safe,1114010400100710009,서울특별시 중구 을지로1가 71-9,parcel,12,token:서울특별시;token:중구;token:을지로1가;lot:1,126.98014049302466,37.56652357487495
ast_b2fa1e20d812,용산전자상가 특별계획구역8 개발사업,,서울특별시 용산구 한강로2가 15-2,,safe,1117012500100150002,서울특별시 용산구 한강로2가 15-2,parcel,12,token:서울특별시;token:용산구;token:한강로2가;lot:2,126.96567150810358,37.533912596241706
ast_498605d11e47,"용답동 231, 231-1 공동주택 및 근린생활시설",오피스,서울특별시 성동구 용답동 231,,safe,1120012200102310000,서울특별시 성동구 용답동 231,parcel,12,token:서울특별시;token:성동구;token:용답동;lot:231,127.06353220730699,37.560627395430146
ast_97000349e062,원주AK,리테일,강원도 원주시 단계동 1123,,safe,5113011000111230000,강원특별자치도 원주시 단계동 1123,parcel,10,token:원주시;token:단계동;lot:1123,127.92751947577565,37.345662745809555
ast_863c34bc88b1,더피나클강남,오피스,서울특별시 강남구 논현동 119,,safe,1168010800101190000,서울특별시 강남구 논현동 119,parcel,12,token:서울특별시;token:강남구;token:논현동;lot:119,127.04065596464453,37.51749296571435
ast_fe9e7fc006fb,눈스퀘어,리테일,서울특별시 중구 명동2가 83-5,,safe,1114012700100830005,서울특별시 중구 명동2가 83-5,parcel,12,token:서울특별시;token:중구;token:명동2가;lot:2,126.98288961780138,37.56341329084624
ast_859f99e97066,롯데마트(나주),리테일,전라남도 나주시 송월동 1106-2 외 2필지,,safe,4617010200111060002,전라남도 나주시 송월동 1106-2,parcel,12,token:전라남도;token:나주시;token:송월동;lot:1106-2,126.7131182890293,35.0132329386243
ast_122d47e0ef63,홈플러스금천점,리테일,서울특별시 금천구 독산동 291-7,,safe,1154510200102910007,서울특별시 금천구 독산동 291-7,parcel,12,token:서울특별시;token:금천구;token:독산동;lot:291-7,126.89694182506258,37.46890988954816
ast_7b6a0d5ee212,2001아울렛(안양),리테일,경기도 안양시 만안구 안양동 627-287,,safe,4117110100106270287,경기도 안양시 만안구 안양동 627-287,parcel,14,token:경기도;token:안양시;token:만안구;token:안양동;lot:627-287,126.92280120546668,37.396615672835644
ast_6bfb26e9f2e6,홈플러스동수원점,리테일,경기도 수원시 팔달구 인계동 1045,,safe,4111514100110450000,경기도 수원시 팔달구 인계동 1045,parcel,14,token:경기도;token:수원시;token:팔달구;token:인계동;lot:1045,127.03012418681243,37.2627396533294
ast_3c6660ce41f1,홈플러스센텀시티점,리테일,부산광역시 해운대구 우동 1499,,safe,2635010500114990000,부산광역시 해운대구 우동 1499,parcel,12,token:부산광역시;token:해운대구;token:우동;lot:1499,129.13375255612766,35.17089807054652
ast_55647389ae80,홈플러스영등포점,리테일,서울특별시 영등포구 문래동3가 55-3,,safe,1156012100100550003,서울특별시 영등포구 문래동3가 55-3,parcel,12,token:서울특별시;token:영등포구;token:문래동3가;lot:3,126.89590965053286,37.51817943386882
ast_03c3c2e1b0b2,신라스테이울산,호텔,울산광역시 남구 달동 1247-1 외 2필지,,safe,3114010500112470001,울산광역시 남구 달동 1247-1,parcel,12,token:울산광역시;token:남구;token:달동;lot:1247-1,129.32925718822187,35.537485688254094
ast_526e7318eac3,SKT구로사옥,오피스,서울특별시 구로구 구로동 1258,,safe,1153010200112580000,서울특별시 구로구 구로동 1258,parcel,12,token:서울특별시;token:구로구;token:구로동;lot:1258,126.8746784190408,37.5009490275127
ast_a87124d2b233,남산그린빌딩,오피스,서울특별시 중구 남대문로5가 267,,ambiguous,1114011800102670000,서울특별시 중구 남대문로5가 267,parcel,12,token:서울특별시;token:중구;token:남대문로5가;lot:5,126.97605300626375,37.55641804293908
ast_21ccb7c9f7bd,G밸리비즈플라자,오피스복합,서울특별시 구로구 구로동 188-25,,safe,1153010200101880025,서울특별시 구로구 구로동 188-25,parcel,12,token:서울특별시;token:구로구;token:구로동;lot:188-25,126.89634254488954,37.48486544412546
ast_d36a3b06c819,홈플러스삼천포점,리테일,경상남도 사천시 벌리동 58-3,,safe,4824010800100580003,경상남도 사천시 벌리동 58-3,parcel,12,token:경상남도;token:사천시;token:벌리동;lot:58-3,128.07995465767877,34.94042179680983
ast_612cef5b7905,홈플러스진주점,리테일,경상남도 진주시 상대동 181-1,,safe,4817011900101810001,경상남도 진주시 상대동 181-1,parcel,12,token:경상남도;token:진주시;token:상대동;lot:181-1,128.11770961060625,35.18753287020908
ast_3610ec7fb906,홈플러스죽도점,리테일,경상북도 포항시 북구 죽도동 50-1,,safe,4711311600100500001,경상북도 포항시 북구 죽도동 50-1,parcel,14,token:경상북도;token:포항시;token:북구;token:죽도동;lot:50-1,129.3650999824318,36.0308993635084
ast_b79d97794e21,트윈트리타워,오피스,서울특별시 종로구 중학동 14,,safe,1111012500100140000,서울특별시 종로구 중학동 14,parcel,12,token:서울특별시;token:종로구;token:중학동;lot:14,126.97971045762571,37.575432757607295
ast_115f3c3277d4,서영빌딩,오피스,경기도 성남시 분당구 수내동 6-3,,safe,4113510200100060003,경기도 성남시 분당구 수내동 6-3,parcel,14,token:경기도;token:성남시;token:분당구;token:수내동;lot:6-3,127.11702712907129,37.37942352789002
ast_7418f76af537,탑빌딩,오피스,경기도 성남시 분당구 야탑동 361-4,,safe,4113510700103610004,경기도 성남시 분당구 야탑동 361-4,parcel,14,token:경기도;token:성남시;token:분당구;token:야탑동;lot:361-4,127.12984996310684,37.41256645293849
ast_07e0f0bb366d,트리스빌딩,오피스,서울특별시 강남구 논현동 70-6,,safe,1168010800100700006,서울특별시 강남구 논현동 70-6,parcel,12,token:서울특별시;token:강남구;token:논현동;lot:70-6,127.03404715068541,37.519629829377365
ast_1b09ced3f5a7,호수빌딩,오피스,대구광역시 중구 동인동2가 50-3,,safe,2711010200100500003,대구광역시 중구 동인동2가 50-3,parcel,12,token:대구광역시;token:중구;token:동인동2가;lot:2,128.60120426938542,35.86922954976167
ast_855b77ffc374,광화문G타워,오피스복합,서울특별시 종로구 수송동 156,,safe,1111012400101560000,서울특별시 종로구 수송동 156,parcel,12,token:서울특별시;token:종로구;token:수송동;lot:156,126.98111092099492,37.57270564294683
ast_99bb7e6dd0fa,노스게이트빌딩,오피스,서울특별시 종로구 적선동 66,,safe,1111010700100660000,서울특별시 종로구 적선동 66,parcel,12,token:서울특별시;token:종로구;token:적선동;lot:66,126.9739715362036,37.57517585382437
ast_bb2cc0b2b2e3,대구시티센터,오피스복합,대구광역시 중구 문화동 11-1,,safe,2711012100100110001,대구광역시 중구 문화동 11-1,parcel,12,token:대구광역시;token:중구;token:문화동;lot:11-1,128.59770686332172,35.87096455471976
ast_2d6772e4d2c7,신라스테이제주,호텔,제주특별자치도 제주시 연동 274-16 외 2필지,,safe,5011013700102740016,제주특별자치도 제주시 연동 274-16,parcel,12,token:제주특별자치도;token:제주시;token:연동;lot:274-16,126.49090288082573,33.48565079626567
ast_e0a9abed71bf,롯데수원역쇼핑타운토지,오피스복합,경기도 수원시 권선구 서둔동 296-77 외 2필지,,not_found,,,,,,,
ast_3e4a7ba7841a,오토웨이타워,오피스,서울특별시 강남구 대치동 948,,safe,1168010600109480000,서울특별시 강남구 대치동 948,parcel,12,token:서울특별시;token:강남구;token:대치동;lot:948,127.06372803515671,37.50619356830171
ast_a60a75cb3e01,정동빌딩,오피스,서울특별시 중구 정동 15-5,,safe,1114016700100150005,서울특별시 중구 정동 15-5,parcel,12,token:서울특별시;token:중구;token:정동;lot:15-5,126.97103665267116,37.56749610125584
ast_8237a62aef6a,신라스테이서대문,호텔,서울특별시 서대문구 미근동 163,,not_found,,,,,,,
ast_a71132d3cc09,이지스모 43호,호텔,이지스모 43호,,not_found,,,,,,,
ast_9fb48d4d8ce0,씨티센터타워,오피스,서울특별시 중구 저동2가 24-1,,safe,1114016100100240001,서울특별시 중구 저동2가 24-1,parcel,12,token:서울특별시;token:중구;token:저동2가;lot:2,126.99036397402368,37.564445905943884
ast_c0ac2f0648ba,남악신도시 복합쇼핑몰,오피스복합,전라남도 무안군 삼향읍 남악리 2622,,safe,4684025622126220000,전라남도 무안군 삼향읍 남악리 2622,parcel,14,token:전라남도;token:무안군;token:삼향읍;token:남악리;lot:2622,126.46507824582989,34.80232099141669
ast_f51cc97d21ec,신라스테이해운대,호텔,부산광역시 해운대구 우동 629-6,,safe,2635010500106290006,부산광역시 해운대구 우동 629-6,parcel,12,token:부산광역시;token:해운대구;token:우동;lot:629-6,129.1587283649048,35.15976334589877
ast_5524410f1c09,Atlanta Office Midtown I&II,오피스,아래 자산별 상세 내역,,not_found,,,,,,,
ast_f11894da692a,우덕빌딩,오피스,서울특별시 강남구 역삼동 832-2,,safe,1168010100108320002,서울특별시 강남구 역삼동 832-2,parcel,12,token:서울특별시;token:강남구;token:역삼동;lot:832-2,127.03065932084635,37.492691450895755
ast_16a56a088f89,영등포역 오피스텔 개발사업,주거,서울특별시 영등포구 영등포동1가 143-3,,safe,1156010200101430003,서울특별시 영등포구 영등포동1가 143-3,parcel,12,token:서울특별시;token:영등포구;token:영등포동1가;lot:1,126.90927187949978,37.517020485792756
ast_938f03c98067,롯데마트(대전대덕),리테일,대전시 유성구 관평동 887,,safe,3020014600108870000,대전광역시 유성구 관평동 887,parcel,10,token:유성구;token:관평동;lot:887,127.38679409990091,36.4268313744394
ast_8b9207d29b9d,롯데마트(제주),리테일,제주시 노형동 708,,safe,5011012200107080000,제주특별자치도 제주시 노형동 708,parcel,10,token:제주시;token:노형동;lot:708,126.48140491293728,33.48246855399216
ast_2c3a67886c92,롯데팩토리아울렛(인천),리테일,인천시 중구 항동7가 76-2,,safe,2811011800100760002,인천광역시 중구 항동7가 76-2,parcel,10,token:중구;token:항동7가;lot:7,126.6221947437956,37.44801390688702
ast_764edeb2506b,씨티플라자,오피스,서울특별시 영등포구 여의도동 여의도동 25,,safe,1156011000100250000,서울특별시 영등포구 여의도동 25,parcel,14,token:서울특별시;token:영등포구;token:여의도동;token:여의도동;lot:25,126.92602374592425,37.524077371873496
ast_fdb1842a936b,롯데마트(포항),리테일,경상북도 포항시 남구 지곡동 481-1,,safe,4711111500104810001,경상북도 포항시 남구 지곡동 481-1,parcel,14,token:경상북도;token:포항시;token:남구;token:지곡동;lot:481-1,129.32469995560982,36.02757681525665
ast_97638ebe48e2,수송스퀘어,오피스,서울특별시 종로구 수송동 83-1,,safe,1111012400100830001,서울특별시 종로구 수송동 83-1,parcel,12,token:서울특별시;token:종로구;token:수송동;lot:83-1,126.98132632783675,37.574146922321965
ast_c8c2e5210765,쌈지길,리테일,"서울특별시 종로구 관훈동 38, 44",,safe,1111012800100380000,서울특별시 종로구 관훈동 38,parcel,12,token:서울특별시;token:종로구;token:관훈동;lot:38,126.98489738114375,37.57426475963893
ast_0dc44d526fb4,종로타워,오피스,서울특별시 종로구 종로2가 6,,ambiguous,1111013800100060000,서울특별시 종로구 종로2가 6,parcel,12,token:서울특별시;token:종로구;token:종로2가;lot:2,126.98385022939598,37.5704597722079
ast_f2df751470ee,Nuveen UK Enhanced Debt Fund,오피스복합,7개 포트폴리오,,not_found,,,,,,,
ast_05a1704bed45,유림빌딩,리테일,서울특별시 마포구 동교동 165-4,,safe,1144012100101650004,서울특별시 마포구 동교동 165-4,parcel,12,token:서울특별시;token:마포구;token:동교동;lot:165-4,126.92408516212947,37.55651208566914
ast_d27d2be05580,US BioMed Portfolio Senior Loan,오피스복합,16개 자산 포트폴리오,,not_found,,,,,,,
ast_56793c2827ee,순화타워,오피스,서울특별시 중구 순화동 66,,safe,1114016800100660000,서울특별시 중구 순화동 66,parcel,12,token:서울특별시;token:중구;token:순화동;lot:66,126.97225946107426,37.561074309120116
ast_09e5db3eee02,업스퀘어,오피스복합,울산광역시 남구 삼산동 1569-1,,safe,3114010600115690001,울산광역시 남구 삼산동 1569-1,parcel,12,token:울산광역시;token:남구;token:삼산동;lot:1569-1,129.33882876632254,35.541962694418544
ast_12056ec44b17,NC백화점(야탑),리테일,경기도 성남시 분당구 야탑동 356,,safe,4113510700103560000,경기도 성남시 분당구 야탑동 356,parcel,14,token:경기도;token:성남시;token:분당구;token:야탑동;lot:356,127.12745913841377,37.41089585149441
ast_b257dd733dea,뉴코아아울렛(평촌),리테일,경기도 안양시 동안구 호계동 1039-3,,safe,4117310400110390003,경기도 안양시 동안구 호계동 1039-3,parcel,14,token:경기도;token:안양시;token:동안구;token:호계동;lot:1039-3,126.95123648788098,37.38926371192653
ast_40eb7f1348f6,뉴코아아울렛(일산),리테일,경기도 고양시 일산동구 마두동 797,,safe,4128510500107970000,경기도 고양시 일산동구 마두동 797,parcel,14,token:경기도;token:고양시;token:일산동구;token:마두동;lot:797,126.7770780062971,37.65482433705132
ast_cd4e754af9e0,평촌G스퀘어,오피스복합,경기도 안양시 동안구 호계동 1039 외 2필지,,safe,4117310400110390000,경기도 안양시 동안구 호계동 1039,parcel,14,token:경기도;token:안양시;token:동안구;token:호계동;lot:1039,126.9506318628633,37.390291646150864
ast_11888bd81598,신도림핀포인트,오피스,서울특별시 구로구 신도림동 337,,safe,1153010100103370000,서울특별시 구로구 신도림동 337,parcel,12,token:서울특별시;token:구로구;token:신도림동;lot:337,126.88775265410224,37.50941868611462
ast_61465a8dd9a1,T타워,오피스,서울특별시 중구 남대문로5가 827,,ambiguous,1114011800108270000,서울특별시 중구 남대문로5가 827,parcel,12,token:서울특별시;token:중구;token:남대문로5가;lot:5,126.97578951205679,37.5538795140197
ast_a36a0293fea2,하남미사우성르보아파크,주거,경기도 하남시 망월동 1079,,safe,4145010900110790000,경기도 하남시 망월동 1079,parcel,12,token:경기도;token:하남시;token:망월동;lot:1079,127.18925058575297,37.56675401786774
ast_a81bf18a93d4,스타필드(고양),리테일,경기도 고양시 덕양구 동산동 370,,safe,4128111200103700000,경기도 고양시 덕양구 동산동 370,parcel,14,token:경기도;token:고양시;token:덕양구;token:동산동;lot:370,126.89468583831379,37.647052116784664
ast_14f3dd9eb1f9,마제스타시티타워1,오피스,서울특별시 서초구 서초동 1501-1,,not_found,,,,,,,
ast_2b8d6d15574a,태평로빌딩,오피스,서울특별시 중구 서소문동 111,,safe,1114016600101110000,서울특별시 중구 서소문동 111,parcel,12,token:서울특별시;token:중구;token:서소문동;lot:111,126.97571411690646,37.56293458489506
ast_ba08839e7d49,부산송정물류센터,물류센터,부산광역시 강서구 송정동 1715-2,,safe,2644010900117150002,부산광역시 강서구 송정동 1715-2,parcel,12,token:부산광역시;token:강서구;token:송정동;lot:1715-2,128.84094800268176,35.08506307451265
ast_af5f71776ae0,바른빌딩,오피스,서울특별시 강남구 대치동 945-27,,safe,1168010600109450027,서울특별시 강남구 대치동 945-27,parcel,12,token:서울특별시;token:강남구;token:대치동;lot:945-27,127.0612833762957,37.507467208051764
ast_f40e9a6c4433,PFV_Lotus (사채),호텔복합,서울특별시 종로구 관훈동 155-2 외 4필지,,safe,1111012800101550002,서울특별시 종로구 관훈동 155-2,parcel,12,token:서울특별시;token:종로구;token:관훈동;lot:155-2,126.98379205533436,37.574560943003
ast_a5d1e84522ed,진해오션리조트 선순위 대출,호텔,경상남도 창원시 진해구 제덕동 일원,,ambiguous,4812915100100010000,경상남도 창원시 진해구 제덕동 1,parcel,10,token:경상남도;token:창원시;token:진해구;token:제덕동,128.75556524994585,35.09738597614802
ast_23c79539e93e,LS용산타워,오피스,서울특별시 용산구 한강로2가 191,,ambiguous,1117012500101910000,서울특별시 용산구 한강로2가 191,parcel,12,token:서울특별시;token:용산구;token:한강로2가;lot:2,126.96789117145491,37.528229053827
ast_e45b98ccfc65,"세운 6-3-1,2구역 도시환경정비사업",주거,서울특별시 중구 을지로4가 261-1 일원,,not_found,,,,,,,
ast_3aee5443a745,아레나스양지물류센터,물류센터,경기도 용인시 처인구 양지면 양지리 914,,not_found,,,,,,,
ast_3048a53624b2,홈플러스전주효자점,리테일,전라북도 전주시 완산구 효자동1가 431-5 외 14필지,,safe,5211114000104310005,전북특별자치도 전주시 완산구 효자동1가 431-5,parcel,12,token:전주시;token:완산구;token:효자동1가;lot:1,127.11397661090612,35.8065988878227
ast_84c4e6c8e0bf,광명 역세권지구 복합시설 신축,호텔,경기도 광명시 일직동 508-4,,safe,4121010600105080004,경기도 광명시 일직동 508-4,parcel,12,token:경기도;token:광명시;token:일직동;lot:508-4,126.88186040708221,37.420932619480666
ast_15f689589eb3,시그니쳐타워,오피스,서울특별시 중구 수표동 99,,safe,1114011000100990000,서울특별시 중구 수표동 99,parcel,12,token:서울특별시;token:중구;token:수표동;lot:99,126.98849507324337,37.5675231925166
ast_02870a4cfd6e,시그니쳐타워,오피스,서울특별시 중구 수표동 99,,safe,1114011000100990000,서울특별시 중구 수표동 99,parcel,12,token:서울특별시;token:중구;token:수표동;lot:99,126.98849507324337,37.5675231925166
ast_7e9acc299d06,V플렉스,오피스,서울특별시 강남구 삼성동 157-27,,safe,1168010500101570027,서울특별시 강남구 삼성동 157-27,parcel,12,token:서울특별시;token:강남구;token:삼성동;lot:157-27,127.05674962532328,37.50752198812408
ast_aaf7f9cbe8b3,판교 알파돔시티 비즈니스호텔,호텔,경기도 성남시 분당구 백현동 539,,safe,4113511000105390000,경기도 성남시 분당구 백현동 539,parcel,14,token:경기도;token:성남시;token:분당구;token:백현동;lot:539,127.1106886166772,37.393398852611355
ast_a5a50c01a582,부평 더샵센트럴시티 공공지원민간임대주택,주거,인천광역시 부평구 열우물로 90,,low_confidence,2823710200106300000,십정동 630,road,1,,126.69826404872511,37.47860171155595
ast_5f1f6f6aa534,판교 창조경제밸리 특별계획구역(I-Square),주거,경기도 판교 창조경제밸리 C2블록,,not_found,,,,,,,
ast_82588f68640c,가로골목,리테일,서울특별시 강남구 신사동 545-18 외 1필지,,safe,1168010700105450018,서울특별시 강남구 신사동 545-18,parcel,12,token:서울특별시;token:강남구;token:신사동;lot:545-18,127.02328640192326,37.52042448819506
ast_2769c1d0b916,세종시 어반아트리움,주거,세종특별시 나성동 2421-8501,,not_found,,,,,,,
ast_25028177c0ce,화양동 도시형생활주택,주거,서울특별시 광진구 화양동116-2 외 5필지,,safe,1121510700101160002,서울특별시 광진구 화양동 116-2,parcel,10,token:서울특별시;token:광진구;lot:116-2,127.07090199703325,37.547597628250635
ast_4b71eb552741,에스피청주 복합상업시설,리테일,충북 청주시 홍덕구 강서 2동 일원 (청주테크노폴리스),,not_found,,,,,,,
ast_9855c32af978,지엘가산메트로 주식회사,데이터센터,서울특별시 금천구 가산동 60-29,,safe,1154510100100600029,서울특별시 금천구 가산동 60-29,parcel,12,token:서울특별시;token:금천구;token:가산동;lot:60-29,126.88788233749366,37.47571334639463
ast_36740c106490,한남동 외국인아파트부지 신축 PF대출,주거,서울특별시 용산구 한남동 680-1,,not_found,,,,,,,
ast_7fe8561ccfd3,부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출,주거,부산광역시 수영구 광안동 98-1 외 6필지,,safe,2650010400100980001,부산광역시 수영구 광안동 98-1,parcel,12,token:부산광역시;token:수영구;token:광안동;lot:98-1,129.11515691897642,35.164967106393945
ast_a08672efd868,하남강변미사지구 업무4BL 3LOT,주거,경기도 하남시 하남미사지구 업무시설용지 4-3 (2043-3),,not_found,,,,,,,
ast_6943582c5ffa,명동청휘빌딩,오피스복합,서울특별시 중구 명동2가 33-1,,safe,1114012700100330001,서울특별시 중구 명동2가 33-1,parcel,12,token:서울특별시;token:중구;token:명동2가;lot:2,126.98501566770116,37.563671273343076
ast_73f09d84ccfa,한남동 외국인아파트부지 재개발사업 PF대출,주거,서울특별시 용산구 한남동 680-1,,not_found,,,,,,,
ast_9b4469f9065d,남동테크노타워 지식산업센터 개발사업 PF대출,오피스,인천광역시 남동구 고잔동 648-1,,safe,2820011100106480001,인천광역시 남동구 고잔동 648-1,parcel,12,token:인천광역시;token:남동구;token:고잔동;lot:648-1,126.70765190235957,37.40044536190023
ast_1a7e1fbe1ed6,남양주 다산진건지구 오피스텔,주거,"경기도 남양주 다산진건지구상업3 5-1, 5-2블럭",,not_found,,,,,,,
ast_251d0a3de508,고양시 화정동 아이씨티일산,주거,경기도 고양시 덕양구 화정동 1148-6,,safe,4128112300111480006,경기도 고양시 덕양구 화정동 1148-6,parcel,14,token:경기도;token:고양시;token:덕양구;token:화정동;lot:1148-6,126.83069924274656,37.6269627483434
ast_0c68bbfd7099,제주 연동 오피스텔,주거,제주도 제주시 연동 261-23,,safe,5011013700102610023,제주특별자치도 제주시 연동 261-23,parcel,10,token:제주시;token:연동;lot:261-23,126.48865505086476,33.48951644487538
ast_74207a7495b3,페어필드 메리어트 서울 메자닌 대출,호텔,서울특별시 영등포구 영등포동1가 143-3,,safe,1156010200101430003,서울특별시 영등포구 영등포동1가 143-3,parcel,12,token:서울특별시;token:영등포구;token:영등포동1가;lot:1,126.90927187949978,37.517020485792756
ast_95bd0edf061a,라마다서울호텔 담보대출,호텔,서울특별시 강남구 삼성동 112-5,,safe,1168010500101120005,서울특별시 강남구 삼성동 112-5,parcel,12,token:서울특별시;token:강남구;token:삼성동;lot:112-5,127.04533879084565,37.51029535287937
